concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000000001	education_years	Observation	Vocabulary	Observation		Education_years	20210101	20991231	
2000000002	scd_diagnosis	Condition	Vocabulary	Condition		scd_diagnosis	20210101	20991231	
2000000003	cdr_sum_of_boxes	Observation	Vocabulary	Observation		CDR_sum_of_boxes	20210101	20991231	
2000000004	live_date	Observation	Vocabulary	Observation		Live_Date	20210101	20991231	
2000000005	drugs_hypertension	Observation	Vocabulary	Observation		Drugs_hypertension	20210101	20991231	
2000000006	drugs_hypercholesterolemia	Observation	Vocabulary	Observation		Drugs_hypercholesterolemia	20210101	20991231	
2000000007	drugs_diabetes	Observation	Vocabulary	Observation		Drugs_diabetes	20210101	20991231	
2000000008	glucose_nonfasted	Measurement	Vocabulary	Measurement		Glucose_nonfasted	20210101	20991231	
2000000009	apoe_carrier	Observation	Vocabulary	Observation		APOE_carrier	20210101	20991231	
2000000010	apoe_genotype	Observation	Vocabulary	Observation		APOE_genotype	20210101	20991231	
2000000011	csf_assay_amyloid	Observation	Vocabulary	Observation		CSF_assay_amyloid	20210101	20991231	
2000000012	csf_ab_total_1_42	Measurement	Vocabulary	Measurement		CSF_ab_total_1_42	20210101	20991231	
2000000013	csf_ab_total_ratio_42_40	Measurement	Vocabulary	Measurement		CSF_ab_total_ratio_42_40	20210101	20991231	
2000000014	csf_ab_total_1_38	Measurement	Vocabulary	Measurement		CSF_ab_total_1_38	20210101	20991231	
2000000015	amy_abnormal	Condition	Vocabulary	Condition		Amy_abnormal	20210101	20991231	
2000000016	csf_assay_tau	Observation	Vocabulary	Observation		CSF_assay_Tau	20210101	20991231	
2000000017	ttau_abnormal	Condition	Vocabulary	Condition		Ttau_abnormal	20210101	20991231	
2000000018	csf_ptau	Measurement	Vocabulary	Measurement		CSF_ptau	20210101	20991231	
2000000019	ptau_abnormal	Condition	Vocabulary	Condition		Ptau_abnormal	20210101	20991231	
2000000020	pet_tracer	Observation	Vocabulary	Observation		PET_tracer	20210101	20991231	
2000000021	pet_assesment	Observation	Vocabulary	Observation		Pet_assesment	20210101	20991231	
2000000022	pet_level_suvr	Observation	Vocabulary	Observation		PET_level_suvr	20210101	20991231	
2000000023	pet_level_bpnd	Observation	Vocabulary	Observation		PET_level_bpnd	20210101	20991231	
2000000024	pet_abnormal	Condition	Vocabulary	Condition		PET_abnormal	20210101	20991231	
2000000025	depression_rating_mini	Measurement	Vocabulary	Measurement		Depression_rating_mini	20210101	20991231	
2000000026	depression_rating_ces_d	Measurement	Vocabulary	Measurement		Depression_rating_ces_d	20210101	20991231	
2000000027	anxiety_rating_mini	Measurement	Vocabulary	Measurement		Anxiety_rating_mini	20210101	20991231	
2000000028	attention_test_tmt_a_time	Measurement	Vocabulary	Measurement		Attention_test_tmt_a_time	20210101	20991231	
2000000029	attention_test_tmt_a_errors	Measurement	Vocabulary	Measurement		Attention_test_tmt_a_errors	20210101	20991231	
2000000030	attention_test_stroop_1_time	Measurement	Vocabulary	Measurement		Attention_test_stroop_1_time	20210101	20991231	
2000000031	attention_test_stroop_2_time	Measurement	Vocabulary	Measurement		Attention_test_stroop_2_time	20210101	20991231	
2000000032	attention_test_sdst_correct	Measurement	Vocabulary	Measurement		Attention_test_sdst_correct	20210101	20991231	
2000000033	priority_memory_im_ravlt	Measurement	Vocabulary	Measurement		Priority_memory_im_ravlt	20210101	20991231	
2000000034	priority_memory_im_cerad	Measurement	Vocabulary	Measurement		Priority_memory_im_cerad	20210101	20991231	
2000000035	priority_memory_im_gb	Measurement	Vocabulary	Measurement		Priority_memory_im_gb	20210101	20991231	
2000000036	priority_memory_im_sct	Measurement	Vocabulary	Measurement		Priority_memory_im_sct	20210101	20991231	
2000000037	priority_memory_im_lm	Measurement	Vocabulary	Measurement		Priority_memory_im_lm	20210101	20991231	
2000000038	priority_memory_im_hopkins	Measurement	Vocabulary	Measurement		Priority_memory_im_hopkins	20210101	20991231	
2000000039	priority_memory_im_vat_a	Measurement	Vocabulary	Measurement		Priority_memory_im_vat_a	20210101	20991231	
2000000040	priority_memory_im_vat_b	Measurement	Vocabulary	Measurement		Priority_memory_im_vat_b	20210101	20991231	
2000000041	priority_memory_im_srb	Measurement	Vocabulary	Measurement		Priority_memory_im_srb	20210101	20991231	
2000000042	priority_memory_im_rrf	Measurement	Vocabulary	Measurement		Priority_memory_im_rrf	20210101	20991231	
2000000043	priority_memory_im_mmse	Measurement	Vocabulary	Measurement		Priority_memory_im_mmse	20210101	20991231	
2000000044	priority_memory_im_adas	Measurement	Vocabulary	Measurement		Priority_memory_im_adas	20210101	20991231	
2000000045	priority_memory_im_10_word_list_correct	Measurement	Vocabulary	Measurement		Priority_memory_im_10_word_list_correct	20210101	20991231	
2000000046	priority_memory_im_10_word_list_errors	Measurement	Vocabulary	Measurement		Priority_memory_im_10_word_list_errors	20210101	20991231	
2000000047	priority_memory_dr_ravlt	Measurement	Vocabulary	Measurement		Priority_memory_dr_ravlt	20210101	20991231	
2000000048	priority_memory_dr_cerad	Measurement	Vocabulary	Measurement		Priority_memory_dr_cerad	20210101	20991231	
2000000049	priority_memory_dr_gb	Measurement	Vocabulary	Measurement		Priority_memory_dr_gb	20210101	20991231	
2000000050	priority_memory_dr_sct	Measurement	Vocabulary	Measurement		Priority_memory_dr_sct	20210101	20991231	
2000000051	priority_memory_dr_lm	Measurement	Vocabulary	Measurement		Priority_memory_dr_lm	20210101	20991231	
2000000052	priority_memory_dr_hopkins	Measurement	Vocabulary	Measurement		Priority_memory_dr_hopkins	20210101	20991231	
2000000053	priority_memory_dr_vat_a	Measurement	Vocabulary	Measurement		Priority_memory_dr_vat_a	20210101	20991231	
2000000054	priority_memory_dr_vat_b	Measurement	Vocabulary	Measurement		Priority_memory_dr_vat_b	20210101	20991231	
2000000055	priority_memory_dr_srb	Measurement	Vocabulary	Measurement		Priority_memory_dr_srb	20210101	20991231	
2000000056	priority_memory_dr_rrf_short	Measurement	Vocabulary	Measurement		Priority_memory_dr_rrf_short	20210101	20991231	
2000000057	priority_memory_dr_rrf_long	Measurement	Vocabulary	Measurement		Priority_memory_dr_rrf_long	20210101	20991231	
2000000058	priority_memory_dr_mmse	Measurement	Vocabulary	Measurement		Priority_memory_dr_mmse	20210101	20991231	
2000000059	priority_memory_dr_adas	Measurement	Vocabulary	Measurement		Priority_memory_dr_adas	20210101	20991231	
2000000060	priority_memory_dr_10_word_list_correct	Measurement	Vocabulary	Measurement		Priority_memory_dr_10_word_list_correct	20210101	20991231	
2000000061	priority_memory_dr_10_word_list_errors	Measurement	Vocabulary	Measurement		Priority_memory_dr_10_word_list_errors	20210101	20991231	
2000000062	priority_executive_tmt_b_time	Measurement	Vocabulary	Measurement		Priority_executive_TMT_b_time	20210101	20991231	
2000000063	priority_executive_tmt_b_errors	Measurement	Vocabulary	Measurement		Priority_executive_TMT_b_errors	20210101	20991231	
2000000064	priority_executive_stroop_3_time	Measurement	Vocabulary	Measurement		Priority_executive_stroop_3_time	20210101	20991231	
2000000065	priority_executive_cst_a_time	Measurement	Vocabulary	Measurement		Priority_executive_cst_a_time	20210101	20991231	
2000000066	priority_executive_cst_b_time	Measurement	Vocabulary	Measurement		Priority_executive_cst_b_time	20210101	20991231	
2000000067	priority_executive_cst_c_time	Measurement	Vocabulary	Measurement		Priority_executive_cst_c_time	20210101	20991231	
2000000068	priority_language_animal_fluency_correct	Measurement	Vocabulary	Measurement		Priority_language_animal_fluency_correct	20210101	20991231	
2000000069	priority_language_category_fluency	Measurement	Vocabulary	Measurement		Priority_language_category_fluency	20210101	20991231	
2000000070	priority_language_letter_fluency	Measurement	Vocabulary	Measurement		Priority_language_letter_fluency	20210101	20991231	
2000000071	priority_language_any_fluency	Measurement	Vocabulary	Measurement		Priority_language_any_fluency	20210101	20991231	
2000000072	priority_language_bnt_15	Measurement	Vocabulary	Measurement		Priority_language_bnt_15	20210101	20991231	
2000000073	priority_language_bnt_30	Measurement	Vocabulary	Measurement		Priority_language_bnt_30	20210101	20991231	
2000000074	priority_language_bnt_60	Measurement	Vocabulary	Measurement		Priority_language_bnt_60	20210101	20991231	
2000000075	priority_language_any_picture_naming_test	Measurement	Vocabulary	Measurement		Priority_language_any_picture_naming_test	20210101	20991231	
2000000076	tnfalpha	Measurement	Vocabulary	Measurement		TNFalpha	20210101	20991231	
2000000077	education_category_3	Observation	Vocabulary	Observation		Education_category_3	20210101	20991231	
2000000078	education_category_verhage	Observation	Vocabulary	Observation		Education_category_verhage	20210101	20991231	
2000000079	mhi_5_questionnaire	Measurement	Vocabulary	Measurement		mhi_5_questionnaire	20210101	20991231	
2000000080	priority_memory_im_15_word_list_correct	Measurement	Vocabulary	Measurement		Priority_memory_im_15_word_list_correct	20210101	20991231	
2000000081	priority_memory_im_15_word_list_errors	Measurement	Vocabulary	Measurement		Priority_memory_im_15_word_list_errors	20210101	20991231	
2000000082	priority_memory_dr_15_word_list_correct	Measurement	Vocabulary	Measurement		Priority_memory_dr_15_word_list_correct	20210101	20991231	
2000000083	priority_memory_dr_15_word_list_errors	Measurement	Vocabulary	Measurement		Priority_memory_dr_15_word_list_errors	20210101	20991231	
2000000084	priority_executive_vet	Measurement	Vocabulary	Measurement		Priority_executive_vet	20210101	20991231	
2000000085	priority_executive_bat	Measurement	Vocabulary	Measurement		Priority_executive_bat	20210101	20991231	
2000000086	priority_language_verbal_fluency	Measurement	Vocabulary	Measurement		Priority_language_verbal_fluency	20210101	20991231	
2000000088	attention_test_stroop_1_adj	Measurement	Vocabulary	Measurement		Attention_test_stroop_1_adj	20210101	20991231	
2000000089	attention_test_stroop_2_adj	Measurement	Vocabulary	Measurement		Attention_test_stroop_2_adj	20210101	20991231	
2000000090	attention_test_ldst_correct	Measurement	Vocabulary	Measurement		Attention_test_ldst_correct	20210101	20991231	
2000000091	lidas_questionnaire	Measurement	Vocabulary	Measurement		lidas_questionnaire	20210101	20991231	
2000000092	npi_questionnaire_frq	Measurement	Vocabulary	Measurement		npi_questionnaire_frq	20210101	20991231	
2000000093	amyloid_b_42	Measurement	Vocabulary	Measurement		Amyloid_B_42	20210101	20991231	
2000000094	amyloid_b_40	Measurement	Vocabulary	Measurement		Amyloid_B_40	20210101	20991231	
2000000095	gfap	Measurement	Vocabulary	Measurement		GFAP	20210101	20991231	
2000000096	nfl	Measurement	Vocabulary	Measurement		NFL	20210101	20991231	
2000000097	e_selectin	Measurement	Vocabulary	Measurement		E_Selectin	20210101	20991231	
2000000098	vcam	Measurement	Vocabulary	Measurement		VCAM	20210101	20991231	
2000000099	icam	Measurement	Vocabulary	Measurement		ICAM	20210101	20991231	
2000000100	npi_questionnaire_sev	Measurement	Vocabulary	Measurement		npi_questionnaire_sev	20210101	20991231	
2000000101	priority_executive_stroop_3_time_adj	Measurement	Vocabulary	Measurement		Priority_executive_stroop_3_time_adj	20210101	20991231	
2000000102	attention_test_stroop_1_errors	Measurement	Vocabulary	Measurement		Attention_test_stroop_1_errors	20210101	20991231	
2000000103	attention_test_stroop_2_errors	Measurement	Vocabulary	Measurement		Attention_test_stroop_2_errors	20210101	20991231	
2000000104	priority_executive_stroop_3_errors	Measurement	Vocabulary	Measurement		Priority_executive_stroop_3_errors	20210101	20991231	
2000000105	amyloid_b_ratio_42_40	Measurement	Vocabulary	Measurement		Amyloid_B_ratio_42_40	20210101	20991231	
2000000106	physical_activity	Observation	Vocabulary	Observation		physical_activity	20210101	20991231	
2000000107	cognitive_impairment_overall	Observation	Vocabulary	Observation		cognitive_impairment_overall	20210101	20991231	
2000000108	cognitive_impairment_attention	Observation	Vocabulary	Observation		cognitive_impairment_attention	20210101	20991231	
2000000109	cognitive_impairment_executive	Observation	Vocabulary	Observation		cognitive_impairment_executive	20210101	20991231	
2000000110	cognitive_impairment_memory	Observation	Vocabulary	Observation		cognitive_impairment_memory	20210101	20991231	
2000000111	cognitive_impairment_processing	Observation	Vocabulary	Observation		cognitive_impairment_processing	20210101	20991231	
2000000112	cognitive_score_overall	Measurement	Vocabulary	Measurement		cognitive_score_overall	20210101	20991231	
2000000113	cognitive_score_memory	Measurement	Vocabulary	Measurement		cognitive_score_memory	20210101	20991231	
2000000114	cognitive_score_processing	Measurement	Vocabulary	Measurement		cognitive_score_processing	20210101	20991231	
2000000115	cognitive_score_attention	Measurement	Vocabulary	Measurement		cognitive_score_attention	20210101	20991231	
2000000116	cognitive_score_executive	Measurement	Vocabulary	Measurement		cognitive_score_executive	20210101	20991231	
2000000117	priority_executive_cst_a_errors	Measurement	Vocabulary	Measurement		Priority_executive_cst_a_errors	20210101	20991231	
2000000118	priority_executive_cst_b_errors	Measurement	Vocabulary	Measurement		Priority_executive_cst_b_errors	20210101	20991231	
2000000119	priority_executive_cst_c_errors	Measurement	Vocabulary	Measurement		Priority_executive_cst_c_errors	20210101	20991231	
2000000120	attention_test_sdst_errors	Measurement	Vocabulary	Measurement		Attention_test_sdst_errors	20210101	20991231	
2000000121	attention_test_ldst_errors	Measurement	Vocabulary	Measurement		Attention_test_ldst_errors	20210101	20991231	
2000000122	alphabet_coding_task	Measurement	Vocabulary	Measurement		Alphabet_coding_task	20210101	20991231	
2000000123	priority_language_animal_fluency_errors	Measurement	Vocabulary	Measurement		Priority_language_animal_fluency_errors	20210101	20991231	
2000000124	priority_memory_im_pwlt	Measurement	Vocabulary	Measurement		Priority_memory_im_pwlt	20210101	20991231	
2000000125	priority_memory_de_pwlt	Measurement	Vocabulary	Measurement		Priority_memory_de_pwlt	20210101	20991231	
2000000126	priority_executive_cijfferreeksspanne	Measurement	Vocabulary	Measurement		Priority_executive_Cijfferreeksspanne	20210101	20991231	
2000000127	priority_executive_vosp	Measurement	Vocabulary	Measurement		Priority_executive_vosp	20210101	20991231	
2000000128	priority_executive_wais_3	Measurement	Vocabulary	Measurement		Priority_executive_wais_3	20210101	20991231	
2000000129	priority_language_cantab	Measurement	Vocabulary	Measurement		Priority_language_cantab	20210101	20991231	
2000000130	fluid_intelligence_raven	Measurement	Vocabulary	Measurement		fluid_intelligence_raven	20210101	20991231	
2000000131	dexterity_purdue_pegboard	Measurement	Vocabulary	Measurement		Dexterity_purdue_pegboard	20210101	20991231	
2000000132	dexterity_clock_drawing	Measurement	Vocabulary	Measurement		Dexterity_clock_drawing	20210101	20991231	
2000000133	dexterity_cogstate_battery	Measurement	Vocabulary	Measurement		Dexterity_cogstate_battery	20210101	20991231	
2000010000	fluency_double	Measurement	Vocabulary	Measurement		fluency_double	20210101	20991231	
2000010001	fluency_status	Measurement	Vocabulary	Measurement		fluency_status	20210101	20991231	
2000010002	stroop_chart3_spontaneous_corrections	Measurement	Vocabulary	Measurement		stroop_chart3_spontaneous_corrections	20210101	20991231	
2000010003	stroop_chart2_spontaneous_corrections	Measurement	Vocabulary	Measurement		stroop_chart2_spontaneous_corrections	20210101	20991231	
2000010004	stroop_chart1_spontaneous_corrections	Measurement	Vocabulary	Measurement		stroop_chart1_spontaneous_corrections	20210101	20991231	
2000010005	stroop_status	Measurement	Vocabulary	Measurement		stroop_status	20210101	20991231	
2000010006	stroop_interference	Measurement	Vocabulary	Measurement		stroop_interference	20210101	20991231	
2000010007	wlt_double_trial_1	Measurement	Vocabulary	Measurement		wlt_double_trial_1	20210101	20991231	
2000010008	wlt_double_trial_2	Measurement	Vocabulary	Measurement		wlt_double_trial_2	20210101	20991231	
2000010009	wlt_double_trial_3	Measurement	Vocabulary	Measurement		wlt_double_trial_3	20210101	20991231	
2000010010	wlt_double_trial_4	Measurement	Vocabulary	Measurement		wlt_double_trial_4	20210101	20991231	
2000010011	wlt_double_trial_5	Measurement	Vocabulary	Measurement		wlt_double_trial_5	20210101	20991231	
2000010012	wlt_false_positive	Measurement	Vocabulary	Measurement		wlt_false_positive	20210101	20991231	
2000010013	wlt_status	Measurement	Vocabulary	Measurement		wlt_status	20210101	20991231	
2000010014	wlt_true_negative	Measurement	Vocabulary	Measurement		wlt_true_negative	20210101	20991231	
2000010015	wlt_false_negative	Measurement	Vocabulary	Measurement		wlt_false_negative	20210101	20991231	
2000010016	wlt_true_positive	Measurement	Vocabulary	Measurement		wlt_true_positive	20210101	20991231	
2000010017	cst_1_time_null	Measurement	Vocabulary	Measurement		cst_1_time_null	20210101	20991231	
2000010018	cst_2_time_null	Measurement	Vocabulary	Measurement		cst_2_time_null	20210101	20991231	
2000010019	cst_status	Measurement	Vocabulary	Measurement		cst_status	20210101	20991231	
2000010020	cst_adjusted	Measurement	Vocabulary	Measurement		cst_adjusted	20210101	20991231	
2000010021	ldst_status	Measurement	Vocabulary	Measurement		ldst_status	20210101	20991231	
2000010022	ldst_30_correct	Measurement	Vocabulary	Measurement		ldst_30_correct	20210101	20991231	
2000010023	ldst_60_correct	Measurement	Vocabulary	Measurement		ldst_60_correct	20210101	20991231	
2000010024	ldst_90_correct	Measurement	Vocabulary	Measurement		ldst_90_correct	20210101	20991231	
2000010025	ldst_30_incorrect	Measurement	Vocabulary	Measurement		ldst_30_incorrect	20210101	20991231	
2000010026	ldst_60_incorrect	Measurement	Vocabulary	Measurement		ldst_60_incorrect	20210101	20991231	
2000010027	ldst_90_incorrect	Measurement	Vocabulary	Measurement		ldst_90_incorrect	20210101	20991231	
